#{"t_start": 1709852568.9109983, "env_id": null}
r,l,t
1.0000001,10,27.284743
1.1000001,11,27.289629
1.2000002,12,27.294664
1.4000002,14,27.304347
1.6000003,16,27.313964
1.8000003,18,27.323807
1.8000003,18,27.323889
1.9000003,19,27.328825
1.9000003,19,27.3289
2.1000001,21,27.338783
2.2,22,27.344079
2.3999999,24,27.354327
2.4999998,25,27.359455
2.4999998,25,27.359535
2.6999996,27,27.36953
2.7999995,28,27.37458
2.8999994,29,27.379645
3.299999,33,27.399387
3.299999,33,27.399465
3.399999,34,27.404471
3.5999987,36,27.414897
3.7999985,38,27.426057
3.7999985,38,27.426158
3.9999983,40,27.437306
4.0999985,41,27.44313
4.1999984,42,27.448421
4.2999983,43,27.453521
4.699998,47,27.475324
4.9999976,50,27.490671
4.799998,48,27.49078
5.0999975,51,27.496096
5.2999973,53,27.505733
5.399997,54,27.510848
5.699997,57,27.525012
5.799997,58,27.5301
5.9999967,60,27.540128
5.399997,54,27.544748
6.499996,65,27.562759
6.599996,66,27.567378
6.599996,66,27.567445
4.0999985,41,27.567471
2.4999998,25,27.572042
4.9999976,50,27.576608
6.599996,66,27.58558
6.9999957,70,27.585646
6.9999957,70,27.58567
7.0999956,71,27.590145
7.0999956,71,27.590213
7.1999955,72,27.594757
4.399998,44,27.599308
7.2999954,73,27.599375
4.9999976,50,27.608726
7.499995,75,27.6088
6.899996,69,27.627512
7.599995,76,27.627587
6.1999965,62,27.63694
7.1999955,72,27.641742
8.299995,83,27.646529
6.0999966,61,27.656319
8.499996,85,27.656393
7.3999953,74,27.661425
3.299999,33,27.666629
9.099998,91,27.686726
9.099998,91,27.686805
2.8999994,29,27.702046
9.099998,91,27.702123
9.700001,97,27.717393
9.4,94,27.717471
8.599997,86,27.732956
10.000002,100,27.733033
6.799996,68,27.73804
8.199995,82,27.748451
10.500004,105,27.758504
4.799998,48,27.763586
5.599997,56,27.768476
10.900005,109,27.778188
11.000006,110,27.783007
7.2999954,73,27.78779
11.100006,111,27.787854
10.800005,108,27.792882
7.899995,79,27.792953
9.6,96,27.792977
10.300003,103,27.802349
9.6,96,27.802417
7.699995,77,27.816905
5.0999975,51,27.816971
6.0999966,61,27.821716
9.099998,91,27.826683
5.2999973,53,27.836468
12.300011,123,27.846652
8.699997,87,27.846735
8.199995,82,27.856882
5.399997,54,27.862148
7.699995,77,27.883146
4.8999977,49,27.883221
5.9999967,60,27.908154
6.499996,65,27.908232
9.800001,98,27.913263
6.599996,66,27.92819
9.900002,99,27.933181
7.599995,76,27.943702
5.699997,57,27.948584
7.599995,76,27.969553
12.800013,128,27.969637
8.099995,81,27.96966
12.500011,125,27.969676
7.9999948,80,27.969692
10.200003,102,27.980147
4.1999984,42,27.980221
4.599998,46,27.994886
7.9999948,80,28.000193
6.1999965,62,28.000269
5.0999975,51,28.005075
7.499995,75,28.00515
5.499997,55,28.014834
12.20001,122,28.01491
8.699997,87,28.020154
7.1999955,72,28.020231
9.800001,98,28.025407
8.099995,81,28.036022
10.100002,101,28.046603
4.399998,44,28.0467
11.300007,113,28.051559
9.5,95,28.061908
7.899995,79,28.086958
14.400019,144,28.092421
7.899995,79,28.102562
9.900002,99,28.107615
7.9999948,80,28.107695
6.499996,65,28.122985
9.299999,93,28.128537
7.499995,75,28.138798
8.499996,85,28.149897
7.1999955,72,28.149972
4.1999984,42,28.160957
6.9999957,70,28.161038
7.2999954,73,28.16612
10.400003,104,28.176461
8.799997,88,28.181693
7.1999955,72,28.186895
7.499995,75,28.18697
6.3999963,64,28.192497
14.000017,140,28.192617
5.599997,56,28.197888
7.3999953,74,28.197964
6.3999963,64,28.213259
8.199995,82,28.213336
8.899998,89,28.24476
10.000002,100,28.24484
5.0999975,51,28.270358
6.9999957,70,28.275806
3.399999,34,28.281268
5.0999975,51,28.281347
6.1999965,62,28.291363
8.099995,81,28.301896
6.499996,65,28.317516
3.9999983,40,28.317599
7.499995,75,28.317629
9.299999,93,28.328274
14.600019,146,28.333644
13.600016,136,28.339064
8.399996,84,28.344743
4.2999983,43,28.349938
6.599996,66,28.350022
6.499996,65,28.355406
8.199995,82,28.36145
12.500011,125,28.36153
11.2000065,112,28.366933
10.000002,100,28.367013
3.4999988,35,28.382965
10.700005,107,28.383047
8.299995,83,28.383073
10.600004,106,28.388235
6.599996,66,28.398836
12.400011,124,28.419013
14.600019,146,28.419082
10.900005,109,28.423734
8.799997,88,28.42901
8.899998,89,28.433716
5.1999974,52,28.433784
7.499995,75,28.438729
6.699996,67,28.444559
3.299999,33,28.454747
8.699997,87,28.454825
8.399996,84,28.460038
9.199999,92,28.474728
6.599996,66,28.474805
9.6,96,28.479823
7.9999948,80,28.479897
8.299995,83,28.479917
8.799997,88,28.48473
5.9999967,60,28.494446
10.300003,103,28.504194
6.799996,68,28.518775
8.399996,84,28.523676
0.2,2,32.359718
0.2,2,32.359794
0.2,2,32.359816
0.3,3,32.365489
0.3,3,32.365568
0.5,5,32.376125
0.6,6,32.381505
0.6,6,32.381585
0.70000005,7,32.386706
0.8000001,8,32.391709
0.9000001,9,32.396966
1.3000002,13,32.416873
1.4000002,14,32.421827
1.4000002,14,32.421906
1.7000003,17,32.436406
1.9000003,19,32.446039
2.0000002,20,32.450868
2.0000002,20,32.450946
2.1000001,21,32.456016
2.2,22,32.460959
2.4999998,25,32.47653
2.8999994,29,32.497488
2.9999993,30,32.502499
2.9999993,30,32.502568
3.0999992,31,32.507464
3.199999,32,32.512644
3.299999,33,32.51873
3.299999,33,32.518805
3.4999988,35,32.52903
3.7999985,38,32.544197
3.7999985,38,32.544271
3.9999983,40,32.554262
4.0999985,41,32.559341
4.0999985,41,32.559413
4.0999985,41,32.559435
4.2999983,43,32.569109
4.1999984,42,32.573824
4.399998,44,32.573889
4.499998,45,32.578448
4.499998,45,32.578524
4.599998,46,32.583103
4.599998,46,32.583168
4.699998,47,32.587733
4.8999977,49,32.596875
5.399997,54,32.620014
4.8999977,49,32.624696
5.499997,55,32.624764
5.399997,54,32.629356
5.799997,58,32.638541
5.8999968,59,32.643228
5.0999975,51,32.643293
4.9999976,50,32.643312
5.9999967,60,32.647865
6.0999966,61,32.652436
6.1999965,62,32.657051
6.1999965,62,32.657115
6.3999963,64,32.666198
6.499996,65,32.670812
6.499996,65,32.670877
6.599996,66,32.675449
6.599996,66,32.684568
4.0999985,41,32.698864
6.499996,65,32.698935
7.0999956,71,32.698957
6.599996,66,32.708569
5.8999968,59,32.708644
4.1999984,42,32.713495
7.3999953,74,32.713587
7.499995,75,32.718592
5.8999968,59,32.723506
7.899995,79,32.737348
7.899995,79,32.751298
7.699995,77,32.751375
8.099995,81,32.76066
8.399996,84,32.760737
7.0999956,71,32.760756
8.599997,86,32.769991
6.599996,66,32.779341
7.499995,75,32.784017
5.8999968,59,32.789322
5.699997,57,32.789402
4.9999976,50,32.794535
7.1999955,72,32.800156
3.5999987,36,32.830845
5.799997,58,32.836125
10.000002,100,32.841455
8.399996,84,32.856669
6.599996,66,32.871153
6.699996,67,32.881658
4.399998,44,32.891931
6.899996,69,32.901955
11.2000065,112,32.902037
6.699996,67,32.907161
8.399996,84,32.907234
8.899998,89,32.912045
4.2999983,43,32.912119
9.299999,93,32.912138
6.0999966,61,32.916881
7.0999956,71,32.926288
6.2999964,63,32.931147
6.499996,65,32.94066
6.0999966,61,32.940738
8.999998,90,32.940759
5.9999967,60,32.940777
8.599997,86,32.945449
4.8999977,49,32.950431
12.20001,122,32.950517
7.499995,75,32.959947
6.899996,69,32.964706
10.800005,108,32.978716
6.499996,65,32.98807
9.199999,92,32.988146
5.799997,58,32.99817
8.799997,88,33.003273
6.499996,65,33.017367
9.299999,93,33.022116
6.3999963,64,33.026885
5.499997,55,33.031652
6.899996,69,33.036425
7.899995,79,33.041254
7.699995,77,33.046
8.499996,85,33.055366
7.3999953,74,33.069425
9.099998,91,33.083487
11.800009,118,33.088259
8.499996,85,33.097697
7.799995,78,33.102551
4.699998,47,33.107384
4.2999983,43,33.10746
9.6,96,33.116866
7.499995,75,33.116942
9.299999,93,33.116962
6.899996,69,33.116979
6.799996,68,33.126349
7.799995,78,33.131095
7.3999953,74,33.131169
8.199995,82,33.135878
12.400011,124,33.140645
2.5999997,26,33.140721
11.800009,118,33.14074
10.600004,106,33.150084
8.199995,82,33.159506
7.599995,76,33.168905
7.9999948,80,33.173656
8.499996,85,33.173733
3.7999985,38,33.183057
7.2999954,73,33.187801
6.699996,67,33.192593
12.600012,126,33.192668
8.599997,86,33.206891
7.499995,75,33.21631
13.600016,136,33.230406
6.799996,68,33.230495
8.399996,84,33.235241
6.0999966,61,33.235314
7.1999955,72,33.254068
9.700001,97,33.258922
2.3,23,33.258998
6.9999957,70,33.259019
7.599995,76,33.263781
7.499995,75,33.268593
7.799995,78,33.278028
7.0999956,71,33.278104
6.1999965,62,33.283184
6.2999964,63,33.288484
11.900009,119,33.293817
8.199995,82,33.304484
7.499995,75,33.309799
7.2999954,73,33.315252
8.299995,83,33.315333
5.799997,58,33.325836
6.1999965,62,33.32592
10.100002,101,33.331318
4.699998,47,33.347346
8.199995,82,33.358088
4.499998,45,33.363641
7.599995,76,33.369139
8.999998,90,33.369227
8.099995,81,33.374823
7.1999955,72,33.374905
6.9999957,70,33.380451
9.099998,91,33.385935
9.099998,91,33.386016
5.699997,57,33.391534
7.499995,75,33.402409
6.1999965,62,33.417663
3.6999986,37,33.422889
5.599997,56,33.422967
5.699997,57,33.428308
10.900005,109,33.42839
6.499996,65,33.464916
6.899996,69,33.476101
6.0999966,61,33.485966
7.2999954,73,33.486053
11.000006,110,33.49605
5.0999975,51,33.500871
6.0999966,61,33.500947
11.500008,115,33.511249
8.499996,85,33.511332
7.0999956,71,33.520872
7.899995,79,33.531628
6.599996,66,33.531709
6.9999957,70,33.531733
4.699998,47,33.536848
6.899996,69,33.536924
10.100002,101,33.548006
8.999998,90,33.553181
6.599996,66,33.574028
7.9999948,80,33.579697
5.499997,55,33.584983
8.899998,89,33.585066
4.9999976,50,33.590253
6.599996,66,33.605924
6.699996,67,33.606001
9.6,96,33.606022
11.000006,110,33.611602
6.2999964,63,33.611682
6.799996,68,33.621942
0.1,1,37.540255
0.2,2,37.545347
0.3,3,37.55039
0.3,3,37.55046
0.4,4,37.555292
0.4,4,37.555361
0.6,6,37.564924
0.6,6,37.564995
0.8000001,8,37.574411
0.9000001,9,37.579525
1.2000002,12,37.593685
1.2000002,12,37.593755
1.3000002,13,37.598705
1.4000002,14,37.603973
1.5000002,15,37.60993
1.6000003,16,37.615475
1.6000003,16,37.615549
1.7000003,17,37.620785
2.0000002,20,37.63744
2.0000002,20,37.637518
2.0000002,20,37.637539
2.1000001,21,37.642914
2.1000001,21,37.642981
2.3999999,24,37.657207
2.3999999,24,37.657274
2.3999999,24,37.657295
2.4999998,25,37.662414
2.4999998,25,37.662497
2.7999995,28,37.676836
2.7999995,28,37.676908
2.8999994,29,37.681813
3.299999,33,37.701708
3.5999987,36,37.716867
3.8999984,39,37.731456
3.9999983,40,37.736212
4.499998,45,37.760305
4.599998,46,37.76515
4.399998,44,37.769907
4.799998,48,37.774665
4.9999976,50,37.784258
5.0999975,51,37.788978
5.1999974,52,37.793781
5.399997,54,37.803327
5.9999967,60,37.832222
6.0999966,61,37.837212
6.1999965,62,37.842226
3.6999986,37,37.842307
6.3999963,64,37.856525
6.599996,66,37.861548
5.8999968,59,37.871053
6.599996,66,37.880976
6.9999957,70,37.881054
7.0999956,71,37.885912
7.2999954,73,37.895555
6.699996,67,37.895633
7.3999953,74,37.900384
7.3999953,74,37.900462
6.799996,68,37.910447
7.1999955,72,37.910538
7.599995,76,37.910558
6.0999966,61,37.915332
7.699995,77,37.915408
7.899995,79,37.925204
6.2999964,63,37.930159
7.9999948,80,37.930235
7.9999948,80,37.930255
8.099995,81,37.935204
8.499996,85,37.954995
8.599997,86,37.960051
7.2999954,73,37.965014
7.499995,75,37.96509
8.899998,89,37.974877
8.899998,89,37.974957
7.699995,77,37.98988
6.499996,65,37.999794
6.699996,67,38.004707
5.699997,57,38.009907
4.2999983,43,38.014845
9.800001,98,38.01969
7.0999956,71,38.024586
8.099995,81,38.034233
6.499996,65,38.03431
10.200003,102,38.039098
8.299995,83,38.048649
9.4,94,38.058305
10.700005,107,38.063197
8.399996,84,38.068039
8.799997,88,38.068114
8.399996,84,38.072921
3.399999,34,38.082526
3.4999988,35,38.082603
9.4,94,38.096881
6.899996,69,38.101758
7.499995,75,38.125919
7.3999953,74,38.137779
5.1999974,52,38.152608
9.199999,92,38.152685
10.200003,102,38.157527
12.400011,124,38.157604
5.699997,57,38.162756
11.400007,114,38.162834
10.300003,103,38.162853
11.2000065,112,38.167639
8.899998,89,38.172445
4.9999976,50,38.177307
12.700012,127,38.177382
6.699996,67,38.186903
7.9999948,80,38.186979
5.8999968,59,38.191728
4.699998,47,38.191803
6.799996,68,38.196583
7.599995,76,38.206002
8.999998,90,38.210833
5.0999975,51,38.215663
13.3000145,133,38.220481
7.899995,79,38.225277
6.1999965,62,38.234725
6.899996,69,38.239522
6.799996,68,38.248975
8.299995,83,38.24905
6.699996,67,38.263169
6.2999964,63,38.263246
7.0999956,71,38.277466
6.1999965,62,38.277543
6.0999966,61,38.287292
8.399996,84,38.297292
5.399997,54,38.302107
13.700016,137,38.311787
6.2999964,63,38.316752
8.799997,88,38.32656
6.799996,68,38.331516
3.6999986,37,38.331594
9.700001,97,38.347293
7.699995,77,38.352288
4.399998,44,38.352369
8.999998,90,38.352396
11.800009,118,38.367595
6.0999966,61,38.3727
8.299995,83,38.372777
7.1999955,72,38.388054
10.300003,103,38.388126
7.699995,77,38.402848
7.0999956,71,38.407667
6.3999963,64,38.417566
7.499995,75,38.417642
11.800009,118,38.423185
3.9999983,40,38.438918
13.400015,134,38.444626
7.2999954,73,38.444695
10.700005,107,38.453915
7.2999954,73,38.458754
3.199999,32,38.463927
6.3999963,64,38.479357
8.499996,85,38.48431
7.2999954,73,38.489302
11.800009,118,38.494429
7.0999956,71,38.504077
10.100002,101,38.514214
8.999998,90,38.514294
6.3999963,64,38.524149
6.699996,67,38.524229
6.2999964,63,38.529247
5.2999973,53,38.529324
6.2999964,63,38.534214
7.799995,78,38.544636
7.599995,76,38.549463
7.799995,78,38.549541
6.0999966,61,38.554315
7.3999953,74,38.559266
7.899995,79,38.559343
5.9999967,60,38.564179
8.299995,83,38.56905
5.1999974,52,38.573979
7.9999948,80,38.574054
11.100006,111,38.583582
8.699997,87,38.593185
4.8999977,49,38.593265
10.800005,108,38.603012
4.1999984,42,38.612681
6.2999964,63,38.632511
6.1999965,62,38.642612
6.1999965,62,38.642694
13.000013,130,38.647754
8.099995,81,38.652703
8.499996,85,38.657693
5.8999968,59,38.663
7.799995,78,38.667996
9.900002,99,38.668074
7.899995,79,38.67286
7.9999948,80,38.687893
9.299999,93,38.687975
5.799997,58,38.707653
10.300003,103,38.707732
10.700005,107,38.717735
10.800005,108,38.722857
6.899996,69,38.733128
7.1999955,72,38.748211
6.499996,65,38.748293
8.099995,81,38.758648
8.199995,82,38.763805
11.2000065,112,38.768825
7.2999954,73,38.773909
8.499996,85,38.779078
8.099995,81,38.779157
14.000017,140,38.779186
6.599996,66,38.784141
6.899996,69,38.784221
6.799996,68,38.784247
9.5,95,38.80409
0.1,1,42.659861
0.6,6,42.685578
0.6,6,42.685657
0.70000005,7,42.690555
0.9000001,9,42.700518
0.9000001,9,42.700593
1.0000001,10,42.705441
1.1000001,11,42.710415
1.4000002,14,42.724902
1.4000002,14,42.724977
1.5000002,15,42.729828
1.6000003,16,42.734751
1.6000003,16,42.734832
1.7000003,17,42.740097
1.7000003,17,42.740232
1.8000003,18,42.748009
1.8000003,18,42.748121
2.2,22,42.776598
2.4999998,25,42.793161
2.4999998,25,42.793256
2.4999998,25,42.793281
2.5999997,26,42.799022
2.6999996,27,42.804476
2.7999995,28,42.810063
2.8999994,29,42.81519
2.8999994,29,42.815256
3.0999992,31,42.824787
3.199999,32,42.829459
3.199999,32,42.829526
3.6999986,37,42.855312
3.7999985,38,42.860407
4.0999985,41,42.875119
3.7999985,38,42.894381
4.499998,45,42.894449
4.599998,46,42.898973
4.9999976,50,42.916943
4.9999976,50,42.917012
5.1999974,52,42.926033
5.399997,54,42.935139
5.499997,55,42.939745
5.599997,56,42.944316
5.599997,56,42.944383
5.8999968,59,42.958966
5.8999968,59,42.959046
6.0999966,61,42.968123
3.9999983,40,42.972719
6.2999964,63,42.977305
4.8999977,49,42.991344
6.799996,68,43.000412
6.799996,68,43.00048
6.9999957,70,43.009446
7.1999955,72,43.018481
7.2999954,73,43.023049
7.3999953,74,43.027606
7.499995,75,43.032186
6.1999965,62,43.036783
6.799996,68,43.041369
7.899995,79,43.055627
5.499997,55,43.060258
8.199995,82,43.064816
7.3999953,74,43.073836
8.399996,84,43.073904
8.499996,85,43.078427
8.699997,87,43.087502
8.099995,81,43.087571
5.799997,58,43.087591
5.599997,56,43.092102
5.8999968,59,43.09217
8.899998,89,43.09673
8.399996,84,43.101684
8.499996,85,43.129474
6.499996,65,43.129544
8.099995,81,43.138337
9.800001,98,43.138411
8.999998,90,43.142883
8.199995,82,43.147416
8.599997,86,43.152217
10.100002,101,43.15229
10.100002,101,43.152311
7.599995,76,43.15233
7.9999948,80,43.170296
7.799995,78,43.192282
6.599996,66,43.196893
9.900002,99,43.206112
11.400007,114,43.210598
8.899998,89,43.210665
11.500008,115,43.2151
7.0999956,71,43.219564
10.000002,100,43.219634
9.900002,99,43.224017
5.599997,56,43.228453
4.8999977,49,43.241606
6.599996,66,43.246093
8.499996,85,43.246169
9.800001,98,43.261108
6.599996,66,43.26118
5.799997,58,43.265824
6.899996,69,43.274995
7.599995,76,43.275065
5.599997,56,43.289545
5.1999974,52,43.294808
6.799996,68,43.303718
6.599996,66,43.31284
8.099995,81,43.312906
8.199995,82,43.312927
3.7999985,38,43.312946
8.199995,82,43.321733
9.700001,97,43.321803
6.499996,65,43.326215
8.899998,89,43.326289
5.399997,54,43.335106
7.799995,78,43.35755
6.1999965,62,43.362118
7.599995,76,43.370969
14.900021,149,43.371039
14.900021,149,43.371058
11.2000065,112,43.375487
6.799996,68,43.375555
5.699997,57,43.388641
12.500011,125,43.388709
4.399998,44,43.393115
7.699995,77,43.393184
9.4,94,43.397569
7.0999956,71,43.397635
6.599996,66,43.402034
11.100006,111,43.406549
6.899996,69,43.406615
10.800005,108,43.410957
14.300018,143,43.41542
7.2999954,73,43.424171
7.599995,76,43.432916
3.0999992,31,43.459537
7.9999948,80,43.459607
10.700005,107,43.464013
6.499996,65,43.46408
7.1999955,72,43.4641
4.799998,48,43.464117
7.1999955,72,43.472847
7.3999953,74,43.486032
7.3999953,74,43.486105
6.0999966,61,43.495201
5.699997,57,43.504171
6.599996,66,43.508632
10.400003,104,43.530784
10.200003,102,43.535237
11.000006,110,43.535305
7.3999953,74,43.54407
4.0999985,41,43.544139
6.799996,68,43.548604
10.200003,102,43.548677
7.499995,75,43.56249
7.799995,78,43.566994
5.699997,57,43.56706
3.9999983,40,43.57148
8.199995,82,43.575953
9.6,96,43.576019
6.799996,68,43.580554
5.8999968,59,43.589536
4.8999977,49,43.589605
5.8999968,59,43.598601
10.000002,100,43.603286
4.1999984,42,43.612724
7.2999954,73,43.61733
9.299999,93,43.617398
8.699997,87,43.621947
7.9999948,80,43.626659
7.0999956,71,43.631493
10.800005,108,43.640946
9.5,95,43.649923
6.599996,66,43.654497
7.3999953,74,43.659257
8.699997,87,43.668042
9.099998,91,43.672575
12.00001,120,43.672647
6.0999966,61,43.677073
6.699996,67,43.717027
6.3999963,64,43.721457
7.3999953,74,43.725882
7.2999954,73,43.734653
8.099995,81,43.739079
10.000002,100,43.763331
8.699997,87,43.763399
6.699996,67,43.763421
8.199995,82,43.767927
8.899998,89,43.77281
5.0999975,51,43.77805
10.100002,101,43.778121
10.500004,105,43.787385
8.799997,88,43.787453
5.799997,58,43.800786
6.899996,69,43.800853
11.300007,113,43.805279
12.10001,121,43.809705
5.0999975,51,43.809771
6.1999965,62,43.814159
7.699995,77,43.822989
9.4,94,43.823057
10.000002,100,43.827431
9.700001,97,43.827496
11.700008,117,43.831884
8.599997,86,43.854185
0.2,2,47.631185
0.4,4,47.641026
0.5,5,47.646001
0.70000005,7,47.655738
0.70000005,7,47.655806
0.70000005,7,47.655827
1.0000001,10,47.67007
1.0000001,10,47.670154
1.2000002,12,47.679631
1.2000002,12,47.6797
1.2000002,12,47.679721
1.5000002,15,47.693941
1.7000003,17,47.70329
1.8000003,18,47.707887
1.8000003,18,47.70796
1.9000003,19,47.712833
2.0000002,20,47.717608
